timestamp;open;high;low;close;_;volume;conteo;Bar color
2023-10-11 04:38:00;25541.4;25572.9;25541.2;25541.2;25561.2;0.02232731;21;red
2023-10-11 04:39:00;25555.6;25596.6;25554.0;25596.6;25557.6;0.18447097;32;green
2023-10-11 04:40:00;25599.6;25599.6;25561.8;25561.8;25580.6;0.05712957;20;red
2023-10-11 04:41:00;25563.5;25578.0;25563.5;25566.8;25574.6;0.04766527;23;green
2023-10-11 04:42:00;25577.0;25591.8;25577.0;25591.8;25581.2;0.00508425;6;green
2023-10-11 04:43:00;25589.0;25589.0;25587.3;25587.3;25587.3;0.25242698;2;red
2023-10-11 04:44:00;25603.4;25603.4;25590.2;25590.2;25590.2;0.64956891;2;red
2023-10-11 04:45:00;25603.2;25603.2;25592.7;25595.6;25598.5;0.01216185;6;red
2023-10-11 04:46:00;25587.2;25624.3;25587.2;25624.3;25607.0;27.24104291;12;green
2023-10-11 04:47:00;25625.0;25635.2;25625.0;25635.2;25634.8;0.96128355;6;green
2023-10-11 04:48:00;25633.1;25633.2;25621.6;25621.6;25622.3;0.18312155;5;red
2023-10-11 04:49:00;25630.7;25635.1;25606.9;25606.9;25627.3;0.08546456;8;red
2023-10-11 04:50:00;25611.5;25611.5;25600.2;25600.2;25608.1;0.00040000;3;red
2023-10-11 04:51:00;25601.6;25601.6;25588.3;25593.1;25599.0;2.16387704;10;red
2023-10-11 04:52:00;25594.9;25595.0;25592.4;25595.0;25592.7;0.13853523;7;green
2023-10-11 04:53:00;25597.5;25609.0;25597.5;25609.0;25606.9;0.03296738;7;green
2023-10-11 04:54:00;25614.0;25614.0;25598.7;25598.7;25611.3;0.00833854;3;red
2023-10-11 04:55:00;25598.7;25598.7;25576.2;25576.2;25583.6;4.51530052;11;red
2023-10-11 04:56:00;25578.1;25578.1;25576.3;25577.3;25577.4;0.00193867;5;red
2023-10-11 04:57:00;25579.7;25579.7;25576.1;25576.1;25576.7;0.00113803;3;red
2023-10-11 04:58:00;25575.1;25576.8;25571.8;25573.9;25574.5;0.00605182;9;red
2023-10-11 04:59:00;25571.8;25571.9;25571.7;25571.8;25571.8;0.21973254;6;green
2023-10-11 05:00:00;25575.0;25577.9;25567.1;25567.2;25569.7;0.04796246;19;red
2023-10-11 05:01:00;25567.2;25594.5;25564.1;25594.5;25590.7;2.35769471;10;green
2023-10-11 05:02:00;25594.5;25595.9;25589.9;25595.9;25595.7;0.00684389;3;green
2023-10-11 05:03:00;25604.3;25608.9;25594.5;25594.5;25594.5;0.11287956;5;red
2023-10-11 05:04:00;25587.0;25587.0;25586.7;25586.7;25586.7;0.00262155;3;red
2023-10-11 05:05:00;25582.1;25582.2;25563.9;25563.9;25579.8;0.33472784;15;red
2023-10-11 05:06:00;25563.9;25563.9;25563.6;25563.6;25563.7;0.00788687;7;red
2023-10-11 05:07:00;25563.7;25564.2;25560.6;25560.6;25560.8;0.08769554;7;red
2023-10-11 05:08:00;25560.6;25560.6;25532.6;25534.9;25547.1;0.00998335;10;red
2023-10-11 05:09:00;25548.3;25562.2;25548.3;25562.2;25551.0;0.01471655;13;green
2023-10-11 05:10:00;25568.9;25582.1;25568.9;25582.1;25574.7;0.01316477;5;green
2023-10-11 05:11:00;25582.1;25582.1;25574.2;25576.4;25581.4;0.01210501;7;red
2023-10-11 05:12:00;25571.8;25582.1;25571.8;25582.1;25581.9;0.04582289;7;green
2023-10-11 05:13:00;25590.7;25591.2;25586.9;25586.9;25587.8;0.00099891;4;red
2023-10-11 05:14:00;25573.7;25573.7;25560.3;25560.3;25567.2;0.00090000;5;red
2023-10-11 05:15:00;25559.0;25565.2;25557.1;25565.2;25563.2;0.00495474;4;green
2023-10-11 05:16:00;25565.2;25565.2;25560.0;25560.0;25560.3;0.07390000;6;red
2023-10-11 05:17:00;25564.4;25567.2;25564.4;25567.2;25566.8;0.00209663;3;green
2023-10-11 05:18:00;25567.0;25567.0;25556.5;25556.5;25562.5;0.02035211;8;red
2023-10-11 05:19:00;25562.2;25562.2;25562.2;25562.2;25562.2;0.00030000;2;green
2023-10-11 05:20:00;25565.0;25565.0;25557.5;25557.5;25558.8;0.00164743;4;red
2023-10-11 05:21:00;25555.5;25555.5;25549.5;25549.5;25553.2;0.00473128;13;red
2023-10-11 05:22:00;25549.5;25549.5;25529.5;25529.5;25543.2;0.01488969;12;red
2023-10-11 05:23:00;25529.6;25530.1;25526.8;25526.8;25527.5;0.19286689;21;red
2023-10-11 05:24:00;25524.9;25534.6;25521.5;25534.5;25532.5;0.08270456;20;green
2023-10-11 05:25:00;25534.6;25542.0;25534.6;25542.0;25541.5;0.05180617;5;green
2023-10-11 05:26:00;25542.1;25542.1;25520.0;25531.4;25525.3;0.10003030;13;red
2023-10-11 05:27:00;25539.2;25560.4;25539.1;25560.4;25539.1;0.09849542;5;green
2023-10-11 05:28:00;25560.9;25560.9;25558.8;25560.9;25559.0;0.00454191;4;green
2023-10-11 05:29:00;25561.0;25579.1;25561.0;25579.1;25575.7;0.05403855;10;green
2023-10-11 05:30:00;25579.1;25579.1;25565.1;25565.2;25569.4;0.02973595;7;red
2023-10-11 05:31:00;25561.3;25561.5;25555.3;25555.3;25555.4;0.05211261;6;red
2023-10-11 05:32:00;25539.9;25540.7;25535.7;25535.7;25535.9;0.15941304;7;red
2023-10-11 05:33:00;25522.5;25523.1;25519.7;25519.7;25520.0;0.03316798;10;red
2023-10-11 05:34:00;25519.8;25522.9;25518.2;25518.2;25519.7;0.07799105;13;red
2023-10-11 05:35:00;25517.1;25527.7;25501.8;25521.6;25515.0;0.56511419;45;green
2023-10-11 05:36:00;25517.1;25527.6;25516.9;25524.3;25525.7;0.02066548;9;green
2023-10-11 05:37:00;25523.0;25523.0;25506.4;25506.4;25518.6;0.01457248;13;red
2023-10-11 05:38:00;25506.4;25522.6;25506.4;25515.6;25519.0;3.22821695;7;green
2023-10-11 05:39:00;25517.9;25532.7;25517.9;25529.0;25519.8;3.44577016;13;green
2023-10-11 05:40:00;25528.7;25529.0;25520.4;25520.4;25527.5;0.89491417;8;red
2023-10-11 05:41:00;25520.2;25520.2;25510.1;25510.1;25511.5;0.04356123;5;red
2023-10-11 05:42:00;25510.1;25510.1;25501.0;25501.1;25508.9;0.29674912;15;red
2023-10-11 05:43:00;25501.1;25501.1;25499.2;25499.3;25500.5;9.83061563;190;red
2023-10-11 05:44:00;25499.3;25499.3;25492.3;25492.4;25493.7;0.05412240;13;red
2023-10-11 05:45:00;25492.3;25520.3;25492.2;25520.3;25519.3;0.02072425;6;green
2023-10-11 05:46:00;25524.1;25524.7;25522.1;25524.1;25523.9;0.07685191;7;green
2023-10-11 05:47:00;25526.2;25533.2;25526.2;25533.0;25529.7;0.01299887;6;green
2023-10-11 05:48:00;25532.8;25532.8;25532.4;25532.4;25532.4;0.00563004;2;red
2023-10-11 05:49:00;25542.0;25542.0;25532.7;25534.9;25533.9;0.03642547;9;red
2023-10-11 05:50:00;25534.9;25534.9;25512.3;25512.3;25517.7;0.00090868;3;red
2023-10-11 05:51:00;25516.5;25516.5;25498.0;25498.0;25504.8;0.00079200;3;red
2023-10-11 05:52:00;25492.7;25492.7;25480.4;25480.4;25485.8;0.17726301;24;red
2023-10-11 05:53:00;25480.4;25480.4;25480.4;25480.4;25480.4;0.01232895;4;green
2023-10-11 05:54:00;25518.3;25518.3;25501.2;25501.2;25502.3;0.01403159;7;red
2023-10-11 05:55:00;25500.1;25500.1;25489.2;25492.9;25492.6;0.00499704;7;red
2023-10-11 05:56:00;25500.0;25500.0;25488.5;25488.5;25493.5;0.72545593;11;red
2023-10-11 05:57:00;25488.5;25493.5;25481.0;25485.5;25491.0;0.05080914;9;red
2023-10-11 05:58:00;25493.0;25493.0;25487.4;25487.4;25489.0;0.00067094;2;red
2023-10-11 05:59:00;25485.3;25485.3;25480.4;25480.4;25480.4;0.02785123;5;red
2023-10-11 06:00:00;25480.4;25504.8;25437.4;25504.8;25460.7;4.51500735;122;green
2023-10-11 06:01:00;25504.9;25518.2;25504.9;25518.2;25505.6;0.16435618;10;green
2023-10-11 06:02:00;25518.2;25525.2;25498.6;25498.6;25518.5;1.22109449;19;red
2023-10-11 06:03:00;25498.0;25522.4;25498.0;25516.3;25512.1;2.12832215;8;green
2023-10-11 06:04:00;25519.8;25525.2;25519.8;25525.2;25522.4;0.00457596;4;green
2023-10-11 06:05:00;25525.1;25525.1;25508.2;25508.2;25516.8;0.05535372;7;red
